OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,LONG,LAT
45263,,,365,HIGH ST RD/CAPITAL,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.186,-37.877
45264,,,490,GLADSTONE/HALTON,INT,,,,,,,,OPERATIONAL,,,,,145.207,-37.957
45265,,,966,POWER NR MONASH FWY,POS,,,,,,,,OPERATIONAL,,,,,145.241,-37.977
45266,,,2595,MELTON HWY/GOURLAY,INT,,,,,,,,OPERATIONAL,,,,,144.744,-37.692
45267,,,2050,MCINTYRE/WHITEHILL,INT,,,,,,,,OPERATIONAL,,,,,144.833,-37.755
45268,,,2808,CHILDS/PRINCE OF WALES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.047,-37.662
45269,,,2809,CHILDS/BETULA,INT,,,,,,,,OPERATIONAL,,,,,145.061,-37.668
45270,,,3241,VICTORIA/DUNDAS,INT,,,,,,,,OPERATIONAL,,,,,145.014,-37.754
45271,,,491,WELLINGTON/COLES MYER HOUSE,INT,,,,,,,,OPERATIONAL,,,,,145.16,-37.919
45272,,,394,PHE/DOHERTY,INT,,,,,,,,OPERATIONAL,,,,,145.46,-38.063
45273,,,4512,ELIZABETH/A'BECKETT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.961,-37.809
45274,,,4514,KING/ROSSLYN/CHETWYND,INT,,,,,,,,OPERATIONAL,,,,,144.952,-37.808
45275,,,4517,KING/DUDLEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.952,-37.809
45276,,,4518,DRYBURGH/SPENCER/MILLER,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,144.943,-37.805
45277,,,4519,SPENCER/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,,,,,144.945,-37.806
45278,,,4520,SPENCER/HAWKE,INT,,,,,,,,OPERATIONAL,"ASB WARN,PARTFCRT",,,,144.947,-37.807
45279,,,4521,SPENCER/DUDLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,144.95,-37.81
45280,,,4522,DUDLEY/ADDERLEY,INT,,,,,,,,OPERATIONAL,,,,,144.948,-37.811
45281,,,4523,SWANSTON/FRANKLIN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.963,-37.807
45282,,,4524,KING/HAWKE,INT,,,,,,,,OPERATIONAL,SRLC,,,,144.949,-37.806
45283,,,4525,FLINDERS EXT/WORLD TRADE CENTRE ACCESS,POS,,,,,,,,OPERATIONAL,,,,,144.955,-37.821
45284,,,4531,ST KILDA NR CONCERT HALL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.968,-37.82
45285,,,4534,ST KILDA NR COVENTRY,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,144.971,-37.828
45286,,,4535,ST KILDA NR DORCAS,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,144.971,-37.83
45287,,,4536,ST KILDA/PARK/DOMAIN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.972,-37.832
45288,,,4537,COMMERCIAL/IZETT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.992,-37.847
45289,,,4538,ST KILDA/KINGSWAY,INT,,,,,,,,OPERATIONAL,"SRLC,TRAM PRI",,,,144.976,-37.836
45290,,,4463,FLEMINGTON/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,144.947,-37.794
45291,,,4464,FLEMINGTON NR CHILDREN'S HOSPITAL,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,144.95,-37.796
45292,,,4465,FLEMINGTON/GATEHOUSE/HARKER,INT,,,,,,,,OPERATIONAL,"Bluetooth,MICROCEL,SRLC,TRAM",,,,144.951,-37.797
45293,,,4466,FLEMINGTON/GRATTAN/WRECKYN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,144.955,-37.8
45294,,,4467,ELLIOT/TRAMWAY CROSSING,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.95,-37.788
45295,,,4468,FLEMINGTON NR PARK,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,144.952,-37.798
45296,,,4469,RACECOURSE NR CROWN,POS,,,,,,,,OPERATIONAL,"GWTT,TRAM PRI,TRAM RSV",,,,144.922,-37.787
45297,,,4470,MT ALEXANDER/MOOLTAN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.937,-37.784
45298,,,4471,MT ALEXANDER/WELLINGTON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.933,-37.781
45299,,,4472,RACECOURSE/EASTWOOD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.929,-37.788
45300,,,4480,MACAULAY/EPSOM/KENSINGTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,144.928,-37.794
45301,,,4481,MACAULAY NR BELLAIR,POS,,,,,,,,OPERATIONAL,RAIL LNK,,,,144.93,-37.794
45302,,,4482,DYNON/KENSINGTON,INT,,,,,,,,OPERATIONAL,"ASB WARN,BUS PRI",,,,144.915,-37.802
45303,,,4483,DYNON/LLOYD,INT,,,,,,,,OPERATIONAL,,,,,144.929,-37.803
45304,,,4484,MACAULAY/STUBBS,INT,,,,,,,,OPERATIONAL,SRLC,,,,144.935,-37.795
45305,,,4485,MACAULAY NR LANGFORD,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.937,-37.795
45306,,,4490,BOUNDARY/MACAULAY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.939,-37.795
45307,,,4492,ARDEN/DRYBURGH/MACAULAY,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,144.944,-37.8
45308,,,4493,ARDEN/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.946,-37.801
45309,,,5084,THOMPSON NR VISTULA,POS,,,,,,,,OPERATIONAL,,,,,144.343,-38.113
45310,,,5085,THOMPSON/VICTORIA,INT,,,,,,,,OPERATIONAL,,,,,144.341,-38.122
45311,,,5086,SURF COAST HWY NR CHERYL,POS,,,,,,,,OPERATIONAL,,,,,144.344,-38.188
45312,,,5087,SURF COAST HWY/MARSHALLTOWN,INT,,,,,,,,OPERATIONAL,,,,,144.342,-38.196
45313,,,5089,RYRIE/GARDEN,INT,,,,,,,,OPERATIONAL,,,,,144.372,-38.153
45314,,,5194,BELLARINE HWY/CHRISTIES RD/CLAREMONT DR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.473,-38.191
45315,,,5193,BELLARINE HWY/KENSINGTON,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,144.464,-38.189
45316,,,5192,BELLARINE HWY(ORMOND RD)/HUMBLE,INT,,,,,,,,OPERATIONAL,,,,,144.378,-38.162
45317,,,5083,SURF COAST HWY/HEYERS,INT,,,,,,,,OPERATIONAL,,,,,144.34,-38.209
45318,,,4657,HIGH NR LAWRY,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.999,-37.77
45319,,,598,PHE/VICTOR,INT,,,,,,,,OPERATIONAL,,,,,145.313,-38.027
45320,,,5057,MOORABOOL/FYANS,INT,,,,,,,,OPERATIONAL,"PARTFCRT,RLC,SAFECAM,SRLC",,,,144.354,-38.162
45321,,,5058,HIGH ST/BARWON HEADS/BARRABOOL,INT,,,,,,,,OPERATIONAL,,,,,144.351,-38.168
45322,,,5059,HIGH/MT PLEASANT,INT,,,,,,,,OPERATIONAL,,,,,144.347,-38.171
45323,,,3878,BURNLEY/NORTHERN ACCESS RD,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,145.01,-37.812
45324,,,4157,HIGH NR UNION,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.997,-37.779
45325,,,4987,PLENTY/BETULA,INT,,,,,,,,OPERATIONAL,,,,,145.069,-37.683
45326,,,4986,PLENTY/CLEMENTS,INT,,,,,,,,OPERATIONAL,,,,,145.069,-37.682
45327,,,4978,FERGUSON NR MELBOURNE,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.887,-37.858
45328,,,5255,BALLAN/CAMBRIDGE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,144.637,-37.896
45329,,,5088,SURF COAST HWY/PIONEER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.341,-38.203
45330,,,5060,HIGH/REGENT,INT,,,,,,,,OPERATIONAL,,,,,144.345,-38.173
45331,,,5061,HIGH NR ROSLYN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.342,-38.175
45332,,,5062,HIGH/ROSLYN/THOMSON/CORIO,INT,,,,,,,,OPERATIONAL,,,,,144.342,-38.175
45333,,,5063,HIGH NR DOROTHY,POS,,,,,,,,OPERATIONAL,,,,,144.339,-38.178
45334,,,5066,CORIO-WAURN PONDS / REYNOLDS,INT,,,,,,,,OPERATIONAL,,,,,144.328,-38.189
45335,,,4433,HAMPSHIRE NR SERVICE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.832,-37.783
45336,,,753,SEAFORD/RAILWAY/FORTESCUE,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,145.131,-38.111
45337,,,5105,PHW/GRANT/HART,INT,,,,,,,,OPERATIONAL,"DIDO,PARTFCRT",,,,143.582,-38.339
45338,,,1260,CRANBOURNE-FRANKSTON/NORTHGATEWAY/QUARRY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.205,-38.145
45339,,,1261,CRANBOURNE-FRANKSTON/CENTRE/POTTS,INT,,,,,,,,OPERATIONAL,,,,,145.212,-38.142
45340,,,6291,CONDON/RESERVOIR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.309,-36.775
45341,,,3474,MAHER NR THOMAS,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.771,-37.864
45342,,,2683,HIGH/BARRIES,INT,,,,,,,,OPERATIONAL,,,,,144.559,-37.685
45343,,,6446,CALDER HWY NR MILDURA PLAZA,POS,,,,,,,,OPERATIONAL,,,,,142.137,-34.208
45344,,,2735,SUNSHINE/CALVERTON,INT,,,,,,,,OPERATIONAL,,,,,144.82,-37.736
45345,,,2741,SUNSHINE/COPERNICUS,INT,,,,,,,,OPERATIONAL,,,,,144.808,-37.723
45346,,,801,STUD/STUD PARK SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,,145.235,-37.919
45347,,,6078,MIDLAND HWY/FRYERS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.396,-36.379
45348,,,961,STH GIPPS'D HWY/ABBOTTS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.245,-38.035
45349,,,705,MANNINGHAM/AYR,INT,,,,,,,,OPERATIONAL,,,,,145.105,-37.772
45350,,,848,CANTERBURY/STEVENS,INT,,,,,,,,OPERATIONAL,,,,,145.185,-37.836
45351,,,2634,MCINTYRE/SUFFOLK,INT,,,,,,,,OPERATIONAL,,,,,144.83,-37.772
45352,,,2212,MAROONDAH HWY/MARKET/MURRAY,INT,,,,,,,,OPERATIONAL,PUFFIN,,,,145.224,-37.817
45353,,,2701,MELTON HWY/SUNSHINE,POS,,,,,,,,OPERATIONAL,"Bluetooth,RBT SIGS",,,,144.8,-37.702
45354,,,591,STH GIPPS'D HWY NR LYALL,POS,,,,,,,,OPERATIONAL,"Bluetooth,DUST,PTS_SIGN",,,,145.381,-38.214
45355,,,6823,KOROIT NR LIEBIG & KEPLER,POS,,,,,,,,OPERATIONAL,,,,,142.482,-38.383
45356,,,159,BURWOOD HWY/LAKEWOOD,INT,,,,,,,,OPERATIONAL,,,,,145.254,-37.875
45357,,,3484,MAIDSTONE NR GATE 6,POS,,,,,,,,OPERATIONAL,,,,,144.809,-37.849
45358,,,4775,HIGH ST/BUNNINGS ACCESS,INT,,,,,,,,OPERATIONAL,,,,,145.023,-37.652
45359,,,4733,ALBERT/LAKESIDE,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP",,,,144.968,-37.837
45360,,,4734,QUEENS/LINK,INT,,,,,,,,OPERATIONAL,,,,,144.978,-37.849
45361,,,755,MOOROODUC HWY NR RAIL CROSSING,POS,,,,,,,,OPERATIONAL,"PUFFIN,RAIL LNK",,,,145.134,-38.15
45362,,,5658,PHE/MYER,INT,,,,,,,,OPERATIONAL,DUST,,,,147.994,-37.879
45363,,,2445,QUEENS O'HEAD N ARTHUR GANTRY 02,OH LANE,,,,,,,,OPERATIONAL,,,,,144.974,-37.839
45364,,,2446,QUEENS O'HEAD N LEOPOLD GANTRY 03,OH LANE,,,,,,,,OPERATIONAL,,,,,144.975,-37.841
45365,,,2447,QUEENS O'HEAD N LOUISE GANTRY 04,OH LANE,,,,,,,,OPERATIONAL,,,,,144.976,-37.843
45366,,,2448,QUEENS O'HEAD N ROY GANTRY 05,OH LANE,,,,,,,,OPERATIONAL,,,,,144.977,-37.846
45367,,,2449,QUEENS O'HEAD N BEATRICE GANTRY 06,OH LANE,,,,,,,,OPERATIONAL,,,,,144.977,-37.848
45368,,,2450,QUEENS O'HEAD S BEATRICE GANTRY 07,OH LANE,,,,,,,,OPERATIONAL,,,,,144.978,-37.849
45369,,,2467,QUEENS O'HEAD N LORNE GANTRY 08,OH LANE,,,,,,,,OPERATIONAL,,,,,144.978,-37.851
45370,,,116,MAROONDAH HWY/FIRE STN,FIRE SIG,,,,,,,,OPERATIONAL,"AMBU LNK,FIRE LNK",,,,145.178,-37.819
45371,,,5311,NOBLE NR CLAREMONT,POS,,,,,,,,OPERATIONAL,,,,,144.338,-38.153
45372,,,377,FERNTREE GULLY/ENT BUNNINGS (KNOX),INT,,,,,,,,OPERATIONAL,,,,,145.243,-37.898
45373,,,157,MAROONDAH HWY/KIMBERLEY/FLETCHER,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,145.311,-37.761
45374,,,2645,MELTON HWY/OVERTON LEA,INT,,,,,,,,OPERATIONAL,VRLS,,,,144.766,-37.695
45375,,,6656,PRINCES HWY/VILLAGE,INT,,,,,,,,OPERATIONAL,"DUST,PTS_SIGN",,,,146.472,-38.221
45376,,,4494,ARDEN/CURZON,INT,,,,,,,,OPERATIONAL,,,,,144.949,-37.801
45377,,,4495,ARDEN/ERROL,INT,,,,,,,,OPERATIONAL,,,,,144.95,-37.801
45378,,,4496,QUEENSBERRY/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.946,-37.803
45379,,,2149,SYDNEY / CAMPBELLFIELD SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.958,-37.688
45380,,,597,PRINCES HWY/ARMY,INT,,,,,,,,OPERATIONAL,PTS_SIGN,,,,145.497,-38.068
45381,,,175,STUD/KNOX TAFE COLLEGE ENT/RIVERPARK,INT,,,,,,,,OPERATIONAL,,,,,145.233,-37.873
45382,,,799,STUD/HARCREST BLVD,INT,,,,,,,,OPERATIONAL,,,,,145.233,-37.882
45383,,,3435,WHITEHALL/SOMERVILLE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.9,-37.815
45384,,,2644,MCINTYRE/PHOENIX,INT,,,,,,,,OPERATIONAL,,,,,144.829,-37.775
45385,,,2658,WESTERN HWY/CHRISTIES/CAROLINE SPRING,INT,,,,,,,,OPERATIONAL,"FIRE LNK,PTS_SIGN",,,,144.74,-37.756
45386,,,2984,MALVERN NR WESTBOURNE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,145.005,-37.848
45387,,,3505,QUEEN NR SARGOOD,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.829,-37.869
45388,,,2750,ST ALBANS NR DEBENHAM,POS,,,,,,,,OPERATIONAL,,,,,144.806,-37.752
45389,,,2342,NEPEAN HWY/MCDONALD,POS,,,,,,,,OPERATIONAL,RBT SIGS,,,,145.086,-38.006
45390,,,510,STATION/THAMES PROMENADE,INT,,,,,,,,OPERATIONAL,,,,,145.116,-38.051
45391,,,3082,PENTRIDGE NR ACCESS ROAD,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.969,-37.738
45392,,,290,PHE/SMITH,INT,,,,,,,,OPERATIONAL,,,,,145.166,-37.942
45393,,,3042,BELL/ALVA,INT,,,,,,,,OPERATIONAL,,,,,144.974,-37.742
45394,,,3299,HEIDELBERG NR THE ESPLANADE,POS,,,,,,,,OPERATIONAL,,,,,145.003,-37.785
45395,,,4478,WESTERN LINK NB ENTRY/MT ALEXANDER,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN,TRAM PRI",,,,144.939,-37.786
45396,,,4486,WESTERN LINK/DYNON ON RAMP NORTH BD,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,,144.935,-37.805
45397,,,156,MERRINDALE NR CENTRE,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.29,-37.813
45398,,,596,MITCHAM/PREMIER/REDLAND,INT,,,,,,,,OPERATIONAL,,,,,145.195,-37.831
45399,,,5334,BAANIP BOULEVARD / SOVEREIGN DR,INT,,,,,,,,OPERATIONAL,,,,,144.326,-38.215
45400,,,2502,SMITHFIELD/GATEHOUSE/STABLES,INT,,,,,,,,OPERATIONAL,,,,,144.92,-37.791
45401,,,554,BONEO/MCCOMBE,INT,,,,,,,,OPERATIONAL,,,,,144.89,-38.361
45402,,,1076,GEORGIANA/WURUNDJERI,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,144.951,-37.822
45403,,,306,WARBURTON HWY NR HEARSE,POS,,,,,,,,OPERATIONAL,,,,,145.653,-37.755
45404,,,5078,MALOP/YARRA,INT,,,,,,,,OPERATIONAL,,,,,144.363,-38.148
45405,,,5079,CORIO-WAURN POND(SETTLEMENT/BARWON HEADS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.352,-38.175
45406,,,5080,CHURCH/MINERVA,INT,,,,,,,,OPERATIONAL,,,,,144.332,-38.13
45407,,,5081,YARRA/LT MALOP,INT,,,,,,,,OPERATIONAL,,,,,144.363,-38.149
45408,,,5082,MALOP NR YARRA,POS,,,,,,,,OPERATIONAL,,,,,144.363,-38.148
45409,,,2145,SYDNEY RD/GRASSLANDS,INT,,,,,,,,OPERATIONAL,PTS_SIGN,,,,144.947,-37.617
45410,,,892,WARRANDYTE/WONGA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.235,-37.8
45411,,,2680,CAROLINE SPRINGS/COMMERCIAL,INT,,,,,,,,OPERATIONAL,,,,,144.742,-37.73
45412,,,3449,JOHNSTON/PATTERSON,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,145.001,-37.801
45413,,,6810,PHW NR REGENT,POS,,,,,,,,OPERATIONAL,"DIDO,PUFFIN",,,,142.229,-38.381
45414,,,603,MONASH FWY/STUD O/B RAMP,RAMP MTR,,,,,,,,OPERATIONAL,Bluetooth,,,,145.226,-37.958
45415,,,1233,TAYLORS NEAR WATERVALE BLVD,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.764,-37.726
45416,,,4163,DOCKLANDS DR/PEARL RIVER ROAD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.938,-37.815
45417,,,3967,DOCKLANDS/DOEPEL/WATERFRONT,INT,,,,,,,,OPERATIONAL,,,,,144.94,-37.814
45418,,,297,MAROONDAH HWY/BRAND SMART,INT,,,,,,,,OPERATIONAL,,,,,145.172,-37.818
45419,,,2696,WESTMORELAND BTW BALLARAT & PHOENIX,FLASH PX,,,,,,,,OPERATIONAL,,,,,144.835,-37.777
45420,,,5330,WESTERN HWY/LAWRENCE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,143.384,-37.43
45421,,,2641,WESTERN HWY/HARVESTER,INT,,,,,,,,OPERATIONAL,,,,,144.831,-37.777
45422,,,2643,DEVONSHIRE/HARVESTER,INT,,,,,,,,OPERATIONAL,,,,,144.83,-37.785
45423,,,2642,ANDERSON/FOUNDRY,INT,,,,,,,,OPERATIONAL,,,,,144.828,-37.779
45424,,,3636,BLUFF NR HOLLOWAY,POS,,,,,,,,OPERATIONAL,,,,,145.02,-37.957
45425,,,838,RAILWAY NR BLACKBURN,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.153,-37.82
45426,,,870,STATION NR CARRUM RAIL STATION,FLASH PX,,,,,,,,OPERATIONAL,,,,,145.123,-38.075
45427,,,5260,CHERRY/RAILWAY,INT,,,,,,,,OPERATIONAL,"PUFFIN,RAIL LNK",,,,144.664,-37.898
45428,,,5261,AVIATION/MAHER,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,144.761,-37.866
45429,,,111,MAROONDAH HWY/METROPOLITAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.168,-37.818
45430,,,5026,CORIO-WAURN PONDS/PIGDONS,INT,,,,,,,,OPERATIONAL,,,,,144.306,-38.202
45431,,,5262,DERRIMUT/RAILWAY,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,144.68,-37.891
45432,,,2669,HIGH NR COBURNS,POS,,,,,,,,OPERATIONAL,"DIDO,PUFFIN",,,,144.567,-37.684
45433,,,1039,QUEENSBERRY/CARDIGAN,INT,,,,,,,,OPERATIONAL,,,,,144.965,-37.805
45434,,,1038,PUNT/GATE 6,INT,,,,,,,,OPERATIONAL,"ASB WARN,EVP",,,,144.989,-37.821
45435,,,3727,PLENTY/GRANGE/SNAKE GULLY,INT,,,,,,,,OPERATIONAL,,,,,145.051,-37.709
45436,,,3175,NARRE WARREN-CRANBOURNE/GLASSCOCKS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,145.298,-38.072
45437,,,2040,WILLIAMSONS/AQUARENA/NORTH,INT,,,,,,,,OPERATIONAL,,,,,145.127,-37.774
45438,,,6079,WELSFORD/FRYERS,INT,,,,,,,,OPERATIONAL,,,,,145.398,-36.379
45439,,,305,STH GIPPSLAND HWY/LYNBROOK,INT,,,,,,,,OPERATIONAL,SRLC,,,,145.258,-38.051
45440,,,5272,SYNNOT BTN WEDGE & BRIDGE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.66,-37.904
45441,,,3273,WOOD NR LAUREL,POS,,,,,,,,OPERATIONAL,,,,,145.03,-37.736
45442,,,122,MT DANDENONG/HAWTHORY,INT,,,,,,,,OPERATIONAL,,,,,145.312,-37.802
45443,,,5226,MIDLAND HWY (CHURCH)/WEDDELL,INT,,,,,,,,OPERATIONAL,,,,,144.345,-38.131
45444,,,5092,PHW/WERRIBEE/WATTON/SYNNOT,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.656,-37.905
45445,,,5093,WERRIBEE MAIN RD(PHW)/CHERRY/SYNNOT,INT,,,,,,,,OPERATIONAL,DUST,,,,144.666,-37.9
45446,,,5094,PAKINGTON NR RETREAT,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.347,-38.15
45447,,,5096,AUTUMN/PAKINGTON/GORDON,INT,,,,,,,,OPERATIONAL,,,,,144.348,-38.144
45448,,,5097,PAKINGTON/ALBERT,INT,,,,,,,,OPERATIONAL,,,,,144.348,-38.141
45449,,,5098,SEPARATION/THOMPSON,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC,SAFECAM,SRLC",,,,144.343,-38.111
45450,,,5099,ANAKIE/SEPARATION,INT,,,,,,,,OPERATIONAL,,,,,144.332,-38.109
45451,,,5100,MIDLAND HWY/PAKINGTON/STUBBS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.35,-38.132
45452,,,5101,SEPARATION/DOURO,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,,144.35,-38.112
45453,,,5102,MIDLAND HWY/CHURCH,INT,,,,,,,,OPERATIONAL,,,,,144.343,-38.131
45454,,,5103,MIDLAND HWY/SHANNON/THOMPSON,INT,,,,,,,,OPERATIONAL,,,,,144.339,-38.127
45455,,,5104,MIDLAND HWY NR STODDART,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,144.337,-38.124
45456,,,5106,MIDLAND HWY/ANAKIE/VINES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.33,-38.116
45457,,,5108,THOMPSON/MORGAN,INT,,,,,,,,OPERATIONAL,,,,,144.345,-38.1
45458,,,5110,ANAKIE NR BARTON,POS,,,,,,,,OPERATIONAL,,,,,144.333,-38.106
45459,,,5111,CORIO-WAURN PONDS/YOORINGA/FORSTER,INT,,,,,,,,OPERATIONAL,,,,,144.356,-38.095
45460,,,5195,FENWICK/GORDON/RAILWAY,INT,,,,,,,,OPERATIONAL,,,,,144.356,-38.146
45461,,,5196,BELLARINE HWY (MCKILLOP)/YARRA,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,,144.36,-38.154
45462,,,5198,BELLARINE HWY (MCKILLOP)/SWANSTON,INT,,,,,,,,OPERATIONAL,,,,,144.365,-38.156
45463,,,5203,RYRIE/YARRA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.362,-38.15
45464,,,5070,BROUGHAM/MOORABOOL,INT,,,,,,,,OPERATIONAL,,,,,144.362,-38.145
45465,,,5071,BELLARINE HWY ( MCKILLOP ) / GARDEN,INT,,,,,,,,OPERATIONAL,,,,,144.37,-38.157
45466,,,5072,THOMPSON/COX,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,144.349,-38.083
45467,,,5073,BACCHUS MARSH/PURNELL,INT,,,,,,,,OPERATIONAL,"Bluetooth,TELECOM",,,,144.359,-38.074
45468,,,5074,BELLARINE HWY (MCKILLOP) / GHERINGHAP,INT,,,,,,,,OPERATIONAL,,,,,144.355,-38.153
45469,,,3989,SIMPLOT ACCESS/LLOYD,INT,,,,,,,,OPERATIONAL,,,,,144.933,-37.801
45470,,,3618,PASCOE VALE/SHANKLAND/RESERVOIR,INT,,,,,,,,OPERATIONAL,SRLC,,,,144.929,-37.644
45471,,,2664,RALEIGH/RANDALL,INT,,,,,,,,OPERATIONAL,,,,,144.889,-37.769
45472,,,4162,PEEL NR VICTORIA,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,144.956,-37.807
45473,,,4158,MURRAY/STOCKADE,INT,,,,,,,,OPERATIONAL,,,,,144.971,-37.735
45474,,,2798,MILLEARA/THE CROSSWAY,INT,,,,,,,,OPERATIONAL,,,,,144.863,-37.746
45475,,,5308,HAMILTON HWY (ABERDEEN)/MINERVA,INT,,,,,,,,OPERATIONAL,,,,,144.329,-38.145
45476,,,5310,MIDLAND HWY/GLENLEITH,INT,,,,,,,,OPERATIONAL,,,,,144.352,-38.132
45477,,,4182,GRIMSHAW NR JESSOP,FIRE W/W,,,,,,,,OPERATIONAL,,,,,145.099,-37.704
45478,,,5905,SUNRAYSIA (HOWITT)/DOWLING,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,143.84,-37.541
45479,,,5603,PHE/RAYMOND,INT,,,,,,,,OPERATIONAL,DIDO,,,,147.066,-38.112
45480,,,5606,PHE/MACARTHUR,INT,,,,,,,,OPERATIONAL,"DIDO,SRLC",,,,147.068,-38.105
45481,,,5607,PHE(YORK)/MACALISTER,INT,,,,,,,,OPERATIONAL,DIDO,,,,147.068,-38.109
45482,,,5608,GUTHRIDGE NR STEAD,POS,,,,,,,,OPERATIONAL,,,,,147.083,-38.104
45483,,,5654,PHE/SERVICE,INT,,,,,,,,OPERATIONAL,"ASB WARN,DIDO",,,,147.629,-37.827
45484,,,5205,SYDNEY/SWANSTON/RYRIE,INT,,,,,,,,OPERATIONAL,"Bluetooth,WCHAIR",,,,144.367,-38.151
